row_id,material_name,category,subcategory,building_phase,climate_zone,sector,actual_floor_count,building_area_m2,budget_tier,maintenance_preference,sustainability_priority,user_priority,climate_exposure_level,coastal_exposure,humidity_exposure,max_recommended_floors,compressive_strength_mpa,thermal_performance_score,moisture_resistance_score,corrosion_resistance_score,fire_resistance_score,durability_score,maintenance_score,sustainability_score,carbon_footprint_kgco2e,service_life_years,suitable_for_coastal,suitable_for_wet_zone,suitable_for_dry_zone,suitable_for_highland,recommended_for_residential,recommended_for_commercial,recommended_for_industrial,recommended,recommendation_score,decision_reasons
GCA000081,Cement Plaster,Finishing,Render,Finishing,Intermediate,Residential,30,80,Premium,Premium Finish,High,Performance,Medium,0,1,40,5,48,62,65,83,65,65,56,70,20,1,1,1,1,1,1,1,1,85,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium
GCA000082,Cement Plaster,Finishing,Render,Finishing,Intermediate,Residential,42,5000,Premium,Premium Finish,High,Performance,Medium,0,1,40,5,48,62,65,83,65,65,56,70,20,1,1,1,1,1,1,1,1,70,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium
GCA000083,Reinforced Concrete Grade 20,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Commercial,2,3000,Premium,Premium Finish,Low,Performance,Low,0,0,5,20,35,67,65,93,79,80,45,250,40,1,1,1,1,1,1,1,1,97,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA000084,Reinforced Concrete Grade 20,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Commercial,18,5000,Premium,Premium Finish,Low,Performance,Low,0,0,5,20,35,67,65,93,79,80,45,250,40,1,1,1,1,1,1,1,0,22,PASS:sector_compatible_commercial; FAIL:floors_18_exceeds_material_limit_5; FAIL:structural_grade_insufficient_for_floor_count
GCA000085,Gypsum Board,Finishing,Dry Lining,Finishing,Intermediate,Residential,7,80,Premium,Low Maintenance,Medium,Sustainability,Medium,0,1,40,1,60,28,52,72,48,64,58,85,20,0,0,1,1,1,1,0,0,0,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:gypsum_board_moisture_damage_in_humid_climate
GCA000086,Gypsum Board,Finishing,Dry Lining,Finishing,Intermediate,Residential,42,500,Premium,Low Maintenance,Medium,Sustainability,Medium,0,1,40,1,60,28,52,72,48,64,58,85,20,0,0,1,1,1,1,0,0,0,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium; FAIL:low_maintenance_pref_but_high_maintenance_material; FAIL:gypsum_board_moisture_damage_in_humid_climate
GCA000087,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,5,500,Low,Premium Finish,Medium,Performance,Medium,0,1,10,25,35,76,68,93,78,82,43,280,50,1,1,1,1,1,1,1,1,98,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity
GCA000088,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Wet Zone,Residential,30,120,Low,Premium Finish,Medium,Performance,Medium,0,1,10,25,35,76,68,93,78,82,43,280,50,1,1,1,1,1,1,1,0,28,PASS:sector_compatible_residential; FAIL:floors_30_exceeds_material_limit_10; FAIL:high_rise_requires_min_grade_30_concrete
GCA000089,Aluminium Sliding Door,Openings,Door,Superstructure,Wet Zone,Industrial,30,500,Medium,Premium Finish,Low,Sustainability,Medium,0,1,40,0,30,94,90,45,83,88,58,1100,35,1,1,1,1,1,1,0,1,51,FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity
GCA000090,Aluminium Sliding Door,Openings,Door,Superstructure,Wet Zone,Industrial,42,200,Medium,Premium Finish,Low,Sustainability,Medium,0,1,40,0,30,94,90,45,83,88,58,1100,35,1,1,1,1,1,1,0,0,36,FAIL:not_recommended_for_industrial_sector; FAIL:floors_42_exceeds_material_limit_40
GCA000091,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Wet Zone,Residential,12,200,Premium,Premium Finish,Low,Cost,Medium,0,1,15,0,85,82,65,62,68,75,58,700,30,0,1,1,1,0,1,1,1,51,FAIL:not_recommended_for_residential_sector; PASS:floors_within_material_capacity
GCA000092,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Wet Zone,Residential,25,1500,Premium,Premium Finish,Low,Cost,Medium,0,1,15,0,85,82,65,62,68,75,58,700,30,0,1,1,1,0,1,1,0,6,FAIL:not_recommended_for_residential_sector; FAIL:floors_25_exceeds_material_limit_15
GCA000093,Lime Cement Render,Finishing,Render,Finishing,Wet Zone,Residential,8,5000,Medium,Premium Finish,Low,Sustainability,Medium,0,1,40,3,52,64,62,78,60,68,65,55,25,0,1,1,1,1,0,0,1,97,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity
GCA000094,Lime Cement Render,Finishing,Render,Finishing,Wet Zone,Residential,42,5000,Medium,Premium Finish,Low,Sustainability,Medium,0,1,40,3,52,64,62,78,60,68,65,55,25,0,1,1,1,1,0,0,1,77,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40
GCA000095,Curtain Wall Systems,Envelope Systems,Glazed Facade,Facade,Highland,Commercial,1,80,Premium,Premium Finish,High,Cost,Medium,0,0,40,0,61,85,85,52,83,68,54,1200,35,1,1,1,1,0,1,0,1,78,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA000096,Curtain Wall Systems,Envelope Systems,Glazed Facade,Facade,Highland,Commercial,42,120,Premium,Premium Finish,High,Cost,Medium,0,0,40,0,61,85,85,52,83,68,54,1200,35,1,1,1,1,0,1,0,1,58,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA000097,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Dry Zone,Industrial,6,350,Low,Premium Finish,High,Performance,Medium,0,0,15,0,85,75,65,65,74,75,62,700,30,0,1,1,1,0,1,1,1,85,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA000098,Insulated Sandwich Panels,Envelope Systems,Wall Panel,Facade,Dry Zone,Industrial,18,3000,Low,Premium Finish,High,Performance,Medium,0,0,15,0,85,75,65,65,74,75,62,700,30,0,1,1,1,0,1,1,1,60,PASS:sector_compatible_industrial; FAIL:floors_18_exceeds_material_limit_15
GCA000099,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Intermediate,Residential,10,1500,Low,Balanced,Medium,Cost,Medium,0,1,10,25,35,72,68,90,80,82,43,280,50,1,1,1,1,1,1,1,1,88,PASS:sector_compatible_residential; PASS:floors_within_material_capacity
GCA000100,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Intermediate,Residential,30,200,Low,Balanced,Medium,Cost,Medium,0,1,10,25,35,72,68,90,80,82,43,280,50,1,1,1,1,1,1,1,0,23,PASS:sector_compatible_residential; FAIL:floors_30_exceeds_material_limit_10; FAIL:high_rise_requires_min_grade_30_concrete
GCA000101,Timber Door,Openings,Door,Superstructure,Intermediate,Residential,7,500,Premium,Premium Finish,High,Performance,Medium,0,1,10,0,68,38,58,41,50,45,59,70,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; PASS:floors_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:timber_door_moisture_damage_coastal_wet_zone
GCA000102,Timber Door,Openings,Door,Superstructure,Intermediate,Residential,25,10000,Premium,Premium Finish,High,Performance,Medium,0,1,10,0,68,38,58,41,50,45,59,70,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; PASS:sector_compatible_residential; FAIL:floors_25_exceeds_material_limit_10; INFO:low-cost_material_possibly_underspec_for_premium; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:timber_door_moisture_damage_coastal_wet_zone
GCA000103,Terrazzo,Finishing,Floor Finish,Finishing,Dry Zone,Industrial,8,500,Premium,Low Maintenance,Low,Durability,Medium,0,0,40,35,42,77,82,90,96,79,60,100,50,1,1,1,1,1,1,1,1,100,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity
GCA000104,Terrazzo,Finishing,Floor Finish,Finishing,Dry Zone,Industrial,42,200,Premium,Low Maintenance,Low,Durability,Medium,0,0,40,35,42,77,82,90,96,79,60,100,50,1,1,1,1,1,1,1,1,82,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40
GCA000105,Curtain Wall Systems,Envelope Systems,Glazed Facade,Facade,Wet Zone,Commercial,5,1500,Medium,Low Maintenance,Medium,Durability,Medium,0,1,40,0,55,89,85,52,82,72,50,1200,35,1,1,1,1,0,1,0,1,100,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA000106,Curtain Wall Systems,Envelope Systems,Glazed Facade,Facade,Wet Zone,Commercial,42,10000,Medium,Low Maintenance,Medium,Durability,Medium,0,1,40,0,55,89,85,52,82,72,50,1200,35,1,1,1,1,0,1,0,1,80,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA000107,Structural Steel,Structural,Ferrous Metal,Structure,Intermediate,Residential,15,500,Medium,Premium Finish,Medium,Durability,Medium,0,1,40,250,20,40,30,35,74,45,55,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_residential_sector; PASS:floors_well_within_material_capacity; WARN:premium_finish_pref_material_not_aesthetic_grade
GCA000108,Structural Steel,Structural,Ferrous Metal,Structure,Intermediate,Residential,42,200,Medium,Premium Finish,Medium,Durability,Medium,0,1,40,250,20,40,30,35,74,45,55,1800,50,0,0,1,1,0,1,1,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_residential_sector; FAIL:floors_42_exceeds_material_limit_40; WARN:premium_finish_pref_material_not_aesthetic_grade
GCA000109,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Wet Zone,Residential,25,3000,Premium,Balanced,Low,Cost,Medium,0,1,40,30,40,92,88,90,83,82,48,90,40,1,1,1,1,1,1,0,1,93,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium
GCA000110,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Wet Zone,Residential,42,1500,Premium,Balanced,Low,Cost,Medium,0,1,40,30,40,92,88,90,83,82,48,90,40,1,1,1,1,1,1,0,1,78,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium
GCA000111,Cement Block,Wall Systems,Concrete Block,Superstructure,Highland,Commercial,6,120,Premium,Low Maintenance,Low,Durability,Medium,0,0,6,7,56,65,72,87,85,79,48,160,50,1,1,1,1,1,1,1,1,77,PASS:sector_compatible_commercial; PASS:floors_within_material_capacity; WARN:masonry_wall_approaching_floor_count_limit
GCA000112,Cement Block,Wall Systems,Concrete Block,Superstructure,Highland,Commercial,30,3000,Premium,Low Maintenance,Low,Durability,Medium,0,0,6,7,56,65,72,87,85,79,48,160,50,1,1,1,1,1,1,1,0,32,PASS:sector_compatible_commercial; FAIL:floors_30_exceeds_material_limit_6; WARN:masonry_wall_approaching_floor_count_limit
GCA000113,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Coastal,Industrial,3,80,Medium,Low Maintenance,Low,Durability,High,1,1,3,6,52,67,58,85,71,82,60,140,40,0,1,1,1,1,0,0,0,11,FAIL:material_not_rated_for_coastal_exposure; FAIL:not_recommended_for_industrial_sector; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA000114,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Coastal,Industrial,4,1500,Medium,Low Maintenance,Low,Durability,High,1,1,3,6,52,67,58,85,71,82,60,140,40,0,1,1,1,1,0,0,0,1,FAIL:material_not_rated_for_coastal_exposure; FAIL:not_recommended_for_industrial_sector; FAIL:floors_4_exceeds_material_limit_3; PASS:carbon_cost_matches_budget_tier
GCA000115,uPVC Window,Openings,Window Frame,Superstructure,Coastal,Residential,10,500,Medium,Low Maintenance,Low,Durability,High,1,1,15,0,65,93,80,32,74,94,38,600,30,1,1,1,1,1,1,0,1,100,PASS:coastal_rated_material; PASS:sector_compatible_residential; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference
GCA000116,uPVC Window,Openings,Window Frame,Superstructure,Coastal,Residential,18,350,Medium,Low Maintenance,Low,Durability,High,1,1,15,0,65,93,80,32,74,94,38,600,30,1,1,1,1,1,1,0,1,100,PASS:coastal_rated_material; PASS:sector_compatible_residential; FAIL:floors_18_exceeds_material_limit_15; PASS:carbon_cost_matches_budget_tier; PASS:low_maintenance_material_matches_preference
GCA000117,Timber Door,Openings,Door,Superstructure,Highland,Commercial,7,10000,Low,Premium Finish,Medium,Sustainability,Medium,0,0,10,0,74,38,58,38,53,45,55,70,18,0,0,1,1,1,0,0,0,28,FAIL:not_recommended_for_commercial_sector; PASS:floors_within_material_capacity; WARN:premium_finish_pref_material_not_aesthetic_grade
GCA000118,Timber Door,Openings,Door,Superstructure,Highland,Commercial,18,3000,Low,Premium Finish,Medium,Sustainability,Medium,0,0,10,0,74,38,58,38,53,45,55,70,18,0,0,1,1,1,0,0,0,0,FAIL:not_recommended_for_commercial_sector; FAIL:floors_18_exceeds_material_limit_10; WARN:premium_finish_pref_material_not_aesthetic_grade
GCA000119,Timber Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,2,10000,Low,Premium Finish,Low,Durability,Medium,0,1,5,0,72,38,58,42,52,40,52,80,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:durability_priority_but_low_durability_material; FAIL:timber_window_warps_rots_in_coastal_wet_climate
GCA000120,Timber Window,Openings,Window Frame,Superstructure,Intermediate,Industrial,10,3000,Low,Premium Finish,Low,Durability,Medium,0,1,5,0,72,38,58,42,52,40,52,80,18,0,0,1,1,1,0,0,0,0,FAIL:material_not_suitable_wet_zone; FAIL:not_recommended_for_industrial_sector; FAIL:floors_10_exceeds_material_limit_5; WARN:premium_finish_pref_material_not_aesthetic_grade; FAIL:durability_priority_but_low_durability_material; FAIL:timber_window_warps_rots_in_coastal_wet_climate
GCA000121,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Intermediate,Commercial,7,120,Medium,Premium Finish,Medium,Cost,Medium,0,1,40,15,38,78,78,88,72,80,50,80,30,1,1,1,1,1,1,0,1,100,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity
GCA000122,Ceramic Tile,Finishing,Ceramic Floor/Wall,Finishing,Intermediate,Commercial,42,80,Medium,Premium Finish,Medium,Cost,Medium,0,1,40,15,38,78,78,88,72,80,50,80,30,1,1,1,1,1,1,0,1,83,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40
GCA000123,Steel Rebar,Structural,Reinforcement,Structure,Dry Zone,Industrial,6,120,Medium,Low Maintenance,Low,Sustainability,Medium,0,0,40,500,15,32,30,40,76,54,50,1600,50,1,1,1,1,1,1,1,1,67,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; FAIL:low_maintenance_pref_but_high_maintenance_material
GCA000124,Steel Rebar,Structural,Reinforcement,Structure,Dry Zone,Industrial,42,3000,Medium,Low Maintenance,Low,Sustainability,Medium,0,0,40,500,15,32,30,40,76,54,50,1600,50,1,1,1,1,1,1,1,0,47,PASS:sector_compatible_industrial; FAIL:floors_42_exceeds_material_limit_40; FAIL:low_maintenance_pref_but_high_maintenance_material
GCA000125,Burnt Clay Brick,Wall Systems,Masonry Unit,Superstructure,Dry Zone,Residential,1,80,Low,Premium Finish,High,Sustainability,Low,0,0,4,7,55,57,75,85,82,72,54,180,50,1,1,1,1,1,1,0,1,82,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity
GCA000126,Burnt Clay Brick,Wall Systems,Masonry Unit,Superstructure,Dry Zone,Residential,12,80,Low,Premium Finish,High,Sustainability,Low,0,0,4,7,55,57,75,85,82,72,54,180,50,1,1,1,1,1,1,0,0,17,PASS:sector_compatible_residential; FAIL:floors_12_exceeds_material_limit_4; WARN:masonry_wall_approaching_floor_count_limit
GCA000127,Aluminium Sliding Door,Openings,Door,Superstructure,Dry Zone,Industrial,20,1500,Low,Premium Finish,Low,Performance,Medium,0,0,40,0,30,87,90,48,89,88,58,1100,35,1,1,1,1,1,1,0,0,38,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; WARN:high_carbon_material_vs_low_budget
GCA000128,Aluminium Sliding Door,Openings,Door,Superstructure,Dry Zone,Industrial,42,80,Low,Premium Finish,Low,Performance,Medium,0,0,40,0,30,87,90,48,89,88,58,1100,35,1,1,1,1,1,1,0,0,18,FAIL:not_recommended_for_industrial_sector; FAIL:floors_42_exceeds_material_limit_40; WARN:high_carbon_material_vs_low_budget
GCA000129,Lime Cement Render,Finishing,Render,Finishing,Wet Zone,Industrial,2,800,Premium,Balanced,High,Durability,Medium,0,1,40,3,52,64,62,78,64,68,69,55,25,0,1,1,1,1,0,0,1,53,FAIL:not_recommended_for_industrial_sector; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; PASS:material_meets_high_sustainability_priority
GCA000130,Lime Cement Render,Finishing,Render,Finishing,Wet Zone,Industrial,42,120,Premium,Balanced,High,Durability,Medium,0,1,40,3,52,64,62,78,64,68,69,55,25,0,1,1,1,1,0,0,0,33,FAIL:not_recommended_for_industrial_sector; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium; PASS:material_meets_high_sustainability_priority
GCA000131,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Wet Zone,Residential,3,5000,Medium,Balanced,Medium,Durability,Medium,0,1,3,6,52,66,70,85,74,78,60,140,40,0,1,1,1,1,0,0,1,83,PASS:sector_compatible_residential; PASS:floors_within_material_capacity; PASS:carbon_cost_matches_budget_tier
GCA000132,Interlocking Block,Wall Systems,Concrete Block,Superstructure,Wet Zone,Residential,30,80,Medium,Balanced,Medium,Durability,Medium,0,1,3,6,52,66,70,85,74,78,60,140,40,0,1,1,1,1,0,0,0,38,PASS:sector_compatible_residential; FAIL:floors_30_exceeds_material_limit_3; PASS:carbon_cost_matches_budget_tier
GCA000133,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Highland,Residential,1,3000,Premium,Balanced,Low,Cost,Medium,0,0,40,30,46,88,88,90,88,82,48,90,40,1,1,1,1,1,1,0,1,98,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium
GCA000134,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Highland,Residential,42,5000,Premium,Balanced,Low,Cost,Medium,0,0,40,30,46,88,88,90,88,82,48,90,40,1,1,1,1,1,1,0,1,78,PASS:sector_compatible_residential; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium
GCA000135,Paint Systems,Finishing,Surface Coating,Finishing,Highland,Commercial,5,5000,Low,Premium Finish,Medium,Durability,Medium,0,0,40,0,36,65,60,40,52,55,45,20,7,1,1,1,1,1,1,1,1,65,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; FAIL:durability_priority_but_low_durability_material
GCA000136,Paint Systems,Finishing,Surface Coating,Finishing,Highland,Commercial,42,500,Low,Premium Finish,Medium,Durability,Medium,0,0,40,0,36,65,60,40,52,55,45,20,7,1,1,1,1,1,1,1,0,45,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; FAIL:durability_priority_but_low_durability_material
GCA000137,Cement Plaster,Finishing,Render,Finishing,Highland,Commercial,6,3000,Premium,Low Maintenance,Medium,Durability,Medium,0,0,40,5,54,62,65,80,72,69,52,70,20,1,1,1,1,1,1,1,1,75,PASS:sector_compatible_commercial; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium
GCA000138,Cement Plaster,Finishing,Render,Finishing,Highland,Commercial,42,1500,Premium,Low Maintenance,Medium,Durability,Medium,0,0,40,5,54,62,65,80,72,69,52,70,20,1,1,1,1,1,1,1,1,55,PASS:sector_compatible_commercial; FAIL:floors_42_exceeds_material_limit_40; INFO:low-cost_material_possibly_underspec_for_premium
GCA000139,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Industrial,2,1500,Premium,Balanced,High,Cost,Medium,0,0,10,25,35,69,68,90,84,82,47,280,50,1,1,1,1,1,1,1,1,65,PASS:sector_compatible_industrial; PASS:floors_well_within_material_capacity; FAIL:high_sustainability_priority_but_low_score_material
GCA000140,Reinforced Concrete Grade 25,Structural,Cast-in-situ Concrete,Structure,Dry Zone,Industrial,25,3000,Premium,Balanced,High,Cost,Medium,0,0,10,25,35,69,68,90,84,82,47,280,50,1,1,1,1,1,1,1,0,0,PASS:sector_compatible_industrial; FAIL:floors_25_exceeds_material_limit_10; FAIL:high_sustainability_priority_but_low_score_material; FAIL:high_rise_requires_min_grade_30_concrete
GCA000141,Porcelain Tile,Finishing,Ceramic Floor/Wall,Finishing,Wet Zone,Residential,8,1500,Premium,Low Maintenance,Medium,Durability,Medium,0,1,40,30,40,92,88,90,87,86,48,90,40,1,1,1,1,1,1,0,1,100,PASS:sector_compatible_residential; PASS:floors_well_within_material_capacity; INFO:low-cost_material_possibly_underspec_for_premium; PASS:low_maintenance_material_matches_preference
